Citation,Host_Species,Host_Family,Host_Order,HS,WNV_Strain,Virus_Isolate_Date,Isolate_Location,Virus_Genotype,Virus_Dose,Host_Isolate_Location,Sample_Size_Original,Sample_Size_Death,Day,Titer
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99AAF,1999,New York,B,1000,California,16,16,2,6.868
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99AAF,1999,New York,B,1000,California,16,16,3,7.321
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99AAF,1999,New York,B,1000,California,16,13,4,6.461
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99AAF,1999,New York,B,1000,California,16,10,5,6.181
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99AAF,1999,New York,B,1000,California,16,7,6,4.713
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99AAF,1999,New York,B,1000,California,16,6,7,2.466
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99AAF,1999,New York,B,1000,California,16,0,8,
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1.99526231496888,California,4,4,1,2.262
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1.99526231496888,California,4,4,2,5.319
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1.99526231496888,California,4,4,3,6.959
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1.99526231496888,California,4,4,4,5.813
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1.99526231496888,California,4,3,5,5.752
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1.99526231496888,California,4,2,6,4.653
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1.99526231496888,California,4,1,7,1.7
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1.99526231496888,California,4,1,8,
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1.99526231496888,California,4,4,1,2.229
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1.99526231496888,California,4,4,2,6.171
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1.99526231496888,California,4,4,3,6.586
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1.99526231496888,California,4,4,4,6.245
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1.99526231496888,California,4,3,5,4.955
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1.99526231496888,California,4,2,6,3.162
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1.99526231496888,California,4,1,7,1.7
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1.99526231496888,California,4,0,8,
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,3.98107170553497,California,4,4,1,4.533
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,3.98107170553497,California,4,4,2,5.983
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,3.98107170553497,California,4,4,3,6.741
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,3.98107170553497,California,4,3,4,5.911
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,3.98107170553497,California,4,2,5,5.732
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,3.98107170553497,California,4,1,6,3.213
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,3.98107170553497,California,4,0,7,
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,3.98107170553497,California,4,0,8,
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,199.526231496888,California,4,4,1,5.149
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,199.526231496888,California,4,4,2,6.387
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,199.526231496888,California,4,4,3,7.59
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,199.526231496888,California,4,4,4,6.25
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,199.526231496888,California,4,3,5,6.286
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,199.526231496888,California,4,3,6,5.583
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,199.526231496888,California,4,3,7,1.7
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,199.526231496888,California,4,3,8,
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,10000,California,4,4,1,6.351
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,10000,California,4,4,2,6.873
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,10000,California,4,4,3,7.525
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,10000,California,4,3,4,6.127
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,10000,California,4,2,5,5.334
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,10000,California,4,1,6,1.7
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,10000,California,4,1,7,1.7
Reisen et al. 2005,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,10000,California,4,1,8,
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,6,1,4.788
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,6,2,5.66
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,6,3,5.95
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,6,4,5.074
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,5,5,4.176
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,5,6,3.516
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,5,7,1.7
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,0,8,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,8,8,1,4.38
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,8,8,2,4.792
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,8,8,3,3.787
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,8,8,4,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,8,8,5,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,8,8,6,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,8,8,7,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99AAF,1999,New York,B,1000,California,8,8,8,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1.99526231496888,California,4,4,1,1.899
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1.99526231496888,California,4,4,2,4.612
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1.99526231496888,California,4,4,3,4.569
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1.99526231496888,California,4,4,4,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1.99526231496888,California,4,4,5,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1.99526231496888,California,4,4,6,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1.99526231496888,California,4,4,7,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1.99526231496888,California,4,4,8,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19.9526231496888,California,4,4,1,2.242
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19.9526231496888,California,4,4,2,3.964
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19.9526231496888,California,4,4,3,4.611
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19.9526231496888,California,4,4,4,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19.9526231496888,California,4,4,5,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19.9526231496888,California,4,4,6,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19.9526231496888,California,4,4,7,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19.9526231496888,California,4,4,8,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,199.526231496888,California,4,4,1,2.611
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,199.526231496888,California,4,4,2,3.083
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,199.526231496888,California,4,4,3,4.054
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,199.526231496888,California,4,4,4,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,199.526231496888,California,4,4,5,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,199.526231496888,California,4,4,6,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,199.526231496888,California,4,4,7,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,199.526231496888,California,4,4,8,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1995.26231496888,California,4,4,1,4.001
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1995.26231496888,California,4,4,2,4.271
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1995.26231496888,California,4,4,3,3.767
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1995.26231496888,California,4,4,4,1.7
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1995.26231496888,California,4,4,5,1.7
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1995.26231496888,California,4,4,6,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1995.26231496888,California,4,4,7,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,1995.26231496888,California,4,4,8,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19952.6231496888,California,4,4,1,4.759
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19952.6231496888,California,4,4,2,5.215
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19952.6231496888,California,4,4,3,3.773
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19952.6231496888,California,4,4,4,1.889
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19952.6231496888,California,4,4,5,1.7
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19952.6231496888,California,4,4,6,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19952.6231496888,California,4,4,7,
Reisen et al. 2005,Morning dove,Columbidae,Columbiformes,Other,NY99,1999,New York,B,19952.6231496888,California,4,4,8,
Reisen et al. 2005,Western scrub jay,Corvidae,Passeriformes,Other,NY99AAF,1999,New York,B,1000,California,5,5,1,6.057
Reisen et al. 2005,Western scrub jay,Corvidae,Passeriformes,Other,NY99AAF,1999,New York,B,1000,California,5,5,2,7.614
Reisen et al. 2005,Western scrub jay,Corvidae,Passeriformes,Other,NY99AAF,1999,New York,B,1000,California,5,5,3,9.118
Reisen et al. 2005,Western scrub jay,Corvidae,Passeriformes,Other,NY99AAF,1999,New York,B,1000,California,5,5,4,9.195
Reisen et al. 2005,Western scrub jay,Corvidae,Passeriformes,Other,NY99AAF,1999,New York,B,1000,California,5,5,5,8.634
Reisen et al. 2005,Western scrub jay,Corvidae,Passeriformes,Other,NY99AAF,1999,New York,B,1000,California,5,5,6,
Reisen et al. 2005,Western scrub jay,Corvidae,Passeriformes,Other,NY99AAF,1999,New York,B,1000,California,5,5,7,
Reisen et al. 2005,Western scrub jay,Corvidae,Passeriformes,Other,NY99AAF,1999,New York,B,1000,California,5,5,8,
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,8.91250938133745,Colorado,5,5,1,0
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,8.91250938133745,Colorado,5,5,2,2.22
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,8.91250938133745,Colorado,5,5,3,3.18
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,8.91250938133745,Colorado,5,5,4,3.28
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,8.91250938133745,Colorado,5,4,5,2.84
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,8.91250938133745,Colorado,5,4,6,0.575
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,8.91250938133745,Colorado,5,4,7,
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,8.91250938133745,Colorado,5,4,8,
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,18.1970085860998,Colorado,7,7,1,0.442857142857143
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,18.1970085860998,Colorado,7,7,2,2.95714285714286
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,18.1970085860998,Colorado,7,6,3,3.48571428571429
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,18.1970085860998,Colorado,7,6,4,1.2
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,18.1970085860998,Colorado,7,6,5,
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,18.1970085860998,Colorado,7,6,6,
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,18.1970085860998,Colorado,7,6,7,
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,18.1970085860998,Colorado,7,6,8,
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,141.253754462275,Colorado,5,5,1,0.42
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,141.253754462275,Colorado,5,5,2,3.92
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,141.253754462275,Colorado,5,5,3,4.94
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,141.253754462275,Colorado,5,5,4,3.5
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,141.253754462275,Colorado,5,5,5,1.96
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,141.253754462275,Colorado,5,5,6,0.56
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,141.253754462275,Colorado,5,5,7,
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,141.253754462275,Colorado,5,5,8,
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,1412.53754462275,Colorado,7,7,1,2.78571428571429
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,1412.53754462275,Colorado,7,7,2,5.28571428571429
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,1412.53754462275,Colorado,7,7,3,6.15714285714286
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,1412.53754462275,Colorado,7,7,4,4.12857142857143
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,1412.53754462275,Colorado,7,7,5,2.12857142857143
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,1412.53754462275,Colorado,7,7,6,0.285714285714286
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,1412.53754462275,Colorado,7,7,7,
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,1412.53754462275,Colorado,7,7,8,
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,COAV997,2003,California,C,1000,California,6,6,1,3.06933333333333
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,COAV997,2003,California,C,1000,California,6,6,2,6.51333333333333
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,COAV997,2003,California,C,1000,California,6,6,3,7.20766666666667
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,COAV997,2003,California,C,1000,California,6,6,4,4.41416666666667
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,COAV997,2003,California,C,1000,California,6,6,5,
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,COAV997,2003,California,C,1000,California,6,6,6,
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,COAV997,2003,California,C,1000,California,6,5,7,
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,COAV997,2003,California,C,1000,California,6,5,8,
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,SAC047168 (CA04),2004,California,C,1000,California,6,6,1,4.9135
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,SAC047168 (CA04),2004,California,C,1000,California,6,6,2,7.7925
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,SAC047168 (CA04),2004,California,C,1000,California,6,6,3,7.9514
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,SAC047168 (CA04),2004,California,C,1000,California,6,6,4,6.123
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,SAC047168 (CA04),2004,California,C,1000,California,6,6,5,4.78016666666667
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,SAC047168 (CA04),2004,California,C,1000,California,6,5,6,3.0086
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,SAC047168 (CA04),2004,California,C,1000,California,6,4,7,
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,SAC047168 (CA04),2004,California,C,1000,California,6,4,8,
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,COAV9975nt,2003,California,C,1000,California,6,6,1,3.6535
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,COAV9975nt,2003,California,C,1000,California,6,6,2,7.00533333333333
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,COAV9975nt,2003,California,C,1000,California,6,6,3,7.10683333333333
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,COAV9975nt,2003,California,C,1000,California,6,6,4,5.24133333333333
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,COAV9975nt,2003,California,C,1000,California,6,6,5,4.354
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,COAV9975nt,2003,California,C,1000,California,6,6,6,4.6485
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,COAV9975nt,2003,California,C,1000,California,6,5,7,
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,COAV9975nt,2003,California,C,1000,California,6,5,8,
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1000,California,6,6,1,4.56516666666667
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1000,California,6,6,2,7.2905
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1000,California,6,5,3,7.8658
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1000,California,6,5,4,6.1174
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1000,California,6,5,5,5.9968
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1000,California,6,3,6,3.7808
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1000,California,6,2,7,
Worwa et al. 2015,House finch,Fringillidae,Passeriformes,House finch,NY99,1999,New York,B,1000,California,6,2,8,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,500,USA,2,2,1,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,500,USA,2,2,2,4.3265
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,500,USA,2,2,3,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,500,USA,2,2,4,5.6285
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,500,USA,2,2,5,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,500,USA,2,2,6,4.095
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,500,USA,2,2,7,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,500,USA,2,2,8,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,USA,2,2,1,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,USA,2,2,2,3.251
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,USA,2,2,3,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,USA,2,2,4,4.3665
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,USA,2,2,5,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,USA,2,2,6,2.889
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,USA,2,2,7,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,10000,USA,2,2,8,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,1000000,USA,2,2,1,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,1000000,USA,2,2,2,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,1000000,USA,2,2,3,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,1000000,USA,2,2,4,3.3975
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,1000000,USA,2,2,5,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,1000000,USA,2,2,6,2.657
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,1000000,USA,2,2,7,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,NY99,1999,New York,B,1000000,USA,2,2,8,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,500,USA,2,2,1,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,500,USA,2,2,2,4.94
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,500,USA,2,2,3,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,500,USA,2,2,4,5.2955
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,500,USA,2,2,5,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,500,USA,2,2,6,3.3825
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,500,USA,2,2,7,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,500,USA,2,2,8,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,10000,USA,2,2,1,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,10000,USA,2,2,2,5.529
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,10000,USA,2,2,3,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,10000,USA,2,2,4,5.889
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,10000,USA,2,2,5,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,10000,USA,2,2,6,3.072
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,10000,USA,2,2,7,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,10000,USA,2,2,8,
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,1000000,USA,2,2,1,
