Citation,Host_Species,Host_Family,Host_Order,HS,WNV_Strain,Virus_Isolate_Date,Isolate_Location,Virus_Genotype,Virus_Dose,Host_Isolate_Location,Sample_Size_Original,Sample_Size_Death,Day,Survival
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,1000000,USA,2,2,4,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,1000000,USA,2,2,5,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,1000000,USA,2,2,6,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,1000000,USA,2,2,7,1
Ziegler et al. 2013,Gyrfalcon,Falconidae,Falconiformes,Other,Austria361/10,1998,Austria,D,1000000,USA,2,2,8,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,BIRD1153,2003,Mexico,C,15000,Colorado,6,6,1,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,BIRD1153,2003,Mexico,C,15000,Colorado,6,6,2,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,BIRD1153,2003,Mexico,C,15000,Colorado,6,6,3,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,BIRD1153,2003,Mexico,C,15000,Colorado,6,6,4,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,BIRD1153,2003,Mexico,C,15000,Colorado,6,6,5,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,BIRD1153,2003,Mexico,C,15000,Colorado,6,6,6,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,BIRD1153,2003,Mexico,C,15000,Colorado,6,6,7,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,BIRD1153,2003,Mexico,C,15000,Colorado,6,6,8,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,BIRD1461,2003,Mexico,C,15000,Colorado,6,6,1,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,BIRD1461,2003,Mexico,C,15000,Colorado,6,6,2,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,BIRD1461,2003,Mexico,C,15000,Colorado,6,6,3,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,BIRD1461,2003,Mexico,C,15000,Colorado,6,6,4,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,BIRD1461,2003,Mexico,C,15000,Colorado,6,5,5,0.833333333333333
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,BIRD1461,2003,Mexico,C,15000,Colorado,6,5,6,0.833333333333333
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,BIRD1461,2003,Mexico,C,15000,Colorado,6,5,7,0.833333333333333
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,BIRD1461,2003,Mexico,C,15000,Colorado,6,5,8,0.833333333333333
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,TM173-03-pp1,2003,Mexico,C,15000,Colorado,6,6,1,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,TM173-03-pp1,2003,Mexico,C,15000,Colorado,6,6,2,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,TM173-03-pp1,2003,Mexico,C,15000,Colorado,6,6,3,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,TM173-03-pp1,2003,Mexico,C,15000,Colorado,6,6,4,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,TM173-03-pp1,2003,Mexico,C,15000,Colorado,6,6,5,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,TM173-03-pp1,2003,Mexico,C,15000,Colorado,6,6,6,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,TM173-03-pp1,2003,Mexico,C,15000,Colorado,6,6,7,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,TM173-03-pp1,2003,Mexico,C,15000,Colorado,6,6,8,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,15000,California,5,5,1,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,15000,California,5,5,2,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,15000,California,5,5,3,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,15000,California,5,5,4,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,15000,California,5,4,5,0.8
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,15000,California,5,4,6,0.8
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,15000,California,5,4,7,0.8
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,15000,California,5,4,8,0.8
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,TM171-03-pp5,2003,Mexico,C,15000,California,6,6,1,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,TM171-03-pp5,2003,Mexico,C,15000,California,6,6,2,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,TM171-03-pp5,2003,Mexico,C,15000,California,6,6,3,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,TM171-03-pp5,2003,Mexico,C,15000,California,6,6,4,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,TM171-03-pp5,2003,Mexico,C,15000,California,6,6,5,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,TM171-03-pp5,2003,Mexico,C,15000,California,6,6,6,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,TM171-03-pp5,2003,Mexico,C,15000,California,6,6,7,1
Brault et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,TM171-03-pp5,2003,Mexico,C,15000,California,6,6,8,1
Grubaugh et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,2000,New York,B,1000,Colorado,4,4,1,1
Grubaugh et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,2000,New York,B,1000,Colorado,4,4,2,1
Grubaugh et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,2000,New York,B,1000,Colorado,4,4,3,1
Grubaugh et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,2000,New York,B,1000,Colorado,4,4,4,1
Grubaugh et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,2000,New York,B,1000,Colorado,4,3,5,0.75
Grubaugh et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,2000,New York,B,1000,Colorado,4,3,6,0.75
Grubaugh et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,2000,New York,B,1000,Colorado,4,3,7,0.75
Grubaugh et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,2000,New York,B,1000,Colorado,4,2,8,0.5
Guerrero-Sanchez et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,Tabasco,2003,Southern Mexico,B,100000,Mexico,6,6,1,1
Guerrero-Sanchez et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,Tabasco,2003,Southern Mexico,B,100000,Mexico,6,6,2,1
Guerrero-Sanchez et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,Tabasco,2003,Southern Mexico,B,100000,Mexico,6,6,3,1
Guerrero-Sanchez et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,Tabasco,2003,Southern Mexico,B,100000,Mexico,6,3,4,0.5
Guerrero-Sanchez et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,Tabasco,2003,Southern Mexico,B,100000,Mexico,6,2,5,0.333333333333333
Guerrero-Sanchez et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,Tabasco,2003,Southern Mexico,B,100000,Mexico,6,2,6,0.333333333333333
Guerrero-Sanchez et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,Tabasco,2003,Southern Mexico,B,100000,Mexico,6,2,7,0.333333333333333
Guerrero-Sanchez et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,Tabasco,2003,Southern Mexico,B,100000,Mexico,6,0,8,0
Guerrero-Sanchez et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,Tecate,2004,Northern Mexico,C,100000,Mexico,6,6,1,1
Guerrero-Sanchez et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,Tecate,2004,Northern Mexico,C,100000,Mexico,6,6,2,1
Guerrero-Sanchez et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,Tecate,2004,Northern Mexico,C,100000,Mexico,6,5,3,0.833333333333333
Guerrero-Sanchez et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,Tecate,2004,Northern Mexico,C,100000,Mexico,6,3,4,0.5
Guerrero-Sanchez et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,Tecate,2004,Northern Mexico,C,100000,Mexico,6,2,5,0.333333333333333
Guerrero-Sanchez et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,Tecate,2004,Northern Mexico,C,100000,Mexico,6,2,6,0.333333333333333
Guerrero-Sanchez et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,Tecate,2004,Northern Mexico,C,100000,Mexico,6,2,7,0.333333333333333
Guerrero-Sanchez et al. 2011,House sparrow,Passeridae,Passeriformes,House sparrow,Tecate,2004,Northern Mexico,C,100000,Mexico,6,0,8,
Komar et al. 2003,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,10000,New York,6,6,1,1
Komar et al. 2003,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,10000,New York,6,6,2,1
Komar et al. 2003,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,10000,New York,6,5,3,0.833333333333333
Komar et al. 2003,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,10000,New York,6,5,4,0.833333333333333
Komar et al. 2003,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,10000,New York,6,4,5,0.666666666666667
Komar et al. 2003,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,10000,New York,6,3,6,0.5
Komar et al. 2003,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,10000,New York,6,3,7,0.5
Komar et al. 2003,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,10000,New York,6,3,8,0.5
Komar et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99-4132,1999,New York,B,12589.2541179417,New York,6,6,1,1
Komar et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99-4132,1999,New York,B,12589.2541179417,New York,6,6,2,1
Komar et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99-4132,1999,New York,B,12589.2541179417,New York,6,6,3,1
Komar et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99-4132,1999,New York,B,12589.2541179417,New York,6,6,4,1
Komar et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99-4132,1999,New York,B,12589.2541179417,New York,6,6,5,1
Komar et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99-4132,1999,New York,B,12589.2541179417,New York,6,6,6,1
Komar et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99-4132,1999,New York,B,12589.2541179417,New York,6,6,7,1
Komar et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99-4132,1999,New York,B,12589.2541179417,New York,6,6,8,1
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1700,New York,8,8,1,1
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1700,New York,8,8,2,1
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1700,New York,8,8,3,1
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1700,New York,8,8,4,1
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1700,New York,8,7,5,0.875
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1700,New York,8,5,6,0.625
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1700,New York,8,4,7,0.5
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1700,New York,8,4,8,0.5
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kenya-3829,1998,Kenya,A,1700,New York,8,8,1,1
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kenya-3829,1998,Kenya,A,1700,New York,8,8,2,1
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kenya-3829,1998,Kenya,A,1700,New York,8,8,3,1
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kenya-3829,1998,Kenya,A,1700,New York,8,8,4,1
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kenya-3829,1998,Kenya,A,1700,New York,8,7,5,0.875
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kenya-3829,1998,Kenya,A,1700,New York,8,6,6,0.75
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kenya-3829,1998,Kenya,A,1700,New York,8,6,7,0.75
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kenya-3829,1998,Kenya,A,1700,New York,8,5,8,0.625
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kunjin-6453,1998,Australia,A,1700,New York,8,8,1,1
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kunjin-6453,1998,Australia,A,1700,New York,8,8,2,1
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kunjin-6453,1998,Australia,A,1700,New York,8,8,3,1
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kunjin-6453,1998,Australia,A,1700,New York,8,8,4,1
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kunjin-6453,1998,Australia,A,1700,New York,8,8,5,1
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kunjin-6453,1998,Australia,A,1700,New York,8,8,6,1
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kunjin-6453,1998,Australia,A,1700,New York,8,8,7,1
Langevin et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,Kunjin-6453,1998,Australia,A,1700,New York,8,8,8,1
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,10,10,1,1
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,10,10,2,1
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,10,10,3,1
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,10,10,4,1
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,10,10,5,1
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,10,10,6,1
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,10,10,7,1
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,10,10,8,1
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99A30A,1999,New York,B,1500,Colorado,10,10,1,1
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99A30A,1999,New York,B,1500,Colorado,10,10,2,1
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99A30A,1999,New York,B,1500,Colorado,10,10,3,1
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99A30A,1999,New York,B,1500,Colorado,10,10,4,1
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99A30A,1999,New York,B,1500,Colorado,10,10,5,1
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99A30A,1999,New York,B,1500,Colorado,10,10,6,1
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99A30A,1999,New York,B,1500,Colorado,10,10,7,1
Melian et al. 2015,House sparrow,Passeridae,Passeriformes,House sparrow,NY99A30A,1999,New York,B,1500,Colorado,10,10,8,1
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,5,5,1,1
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,5,5,2,1
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,5,5,3,1
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,5,4,4,0.8
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,5,3,5,0.6
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,5,2,6,0.4
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,5,1,7,0.2
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,5,0,8,0
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,13,13,1,1
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,13,13,2,1
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,13,13,3,1
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,13,13,4,1
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,13,13,5,1
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,13,13,6,1
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,13,13,7,1
Nemeth et al. 2009,House sparrow,Passeridae,Passeriformes,House sparrow,NY99,1999,New York,B,1500,Colorado,13,13,8,1
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,6,1,1
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,6,2,1
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,6,3,1
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,6,4,1
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,5,5,0.833333333333333
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,5,6,0.833333333333333
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,5,7,0.833333333333333
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,0,8,
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,6,1,1
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,6,2,1
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,6,3,1
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,6,4,1
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,5,5,0.833333333333333
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,5,6,0.833333333333333
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,5,7,0.833333333333333
Reisen et al. 2005,House sparrow,Passeridae,Passeriformes,House sparrow,NY99AAF,1999,New York,B,1000,California,6,0,8,
Kilpatrick et al. 2010,American robin,Turdidae,Passeriformes,American robin,WN02,2003,New York,C,10000,New York,2,2,1,1
Kilpatrick et al. 2010,American robin,Turdidae,Passeriformes,American robin,WN02,2003,New York,C,10000,New York,2,2,2,1
Kilpatrick et al. 2010,American robin,Turdidae,Passeriformes,American robin,WN02,2003,New York,C,10000,New York,2,2,3,1
Kilpatrick et al. 2010,American robin,Turdidae,Passeriformes,American robin,WN02,2003,New York,C,10000,New York,2,2,4,1
Kilpatrick et al. 2010,American robin,Turdidae,Passeriformes,American robin,WN02,2003,New York,C,10000,New York,2,2,5,1
Kilpatrick et al. 2010,American robin,Turdidae,Passeriformes,American robin,WN02,2003,New York,C,10000,New York,2,2,6,1
Kilpatrick et al. 2010,American robin,Turdidae,Passeriformes,American robin,WN02,2003,New York,C,10000,New York,2,2,7,1
Kilpatrick et al. 2010,American robin,Turdidae,Passeriformes,American robin,WN02,2003,New York,C,10000,New York,2,2,8,1
Komar et al. 2003,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,10000,New York,2,2,1,1
Komar et al. 2003,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,10000,New York,2,2,2,1
Komar et al. 2003,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,10000,New York,2,2,3,1
Komar et al. 2003,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,10000,New York,2,2,4,1
Komar et al. 2003,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,10000,New York,2,2,5,1
Komar et al. 2003,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,10000,New York,2,2,6,1
Komar et al. 2003,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,10000,New York,2,2,7,1
Komar et al. 2003,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,10000,New York,2,2,8,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,8.91250938133745,Colorado,5,5,1,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,8.91250938133745,Colorado,5,5,2,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,8.91250938133745,Colorado,5,5,3,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,8.91250938133745,Colorado,5,5,4,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,8.91250938133745,Colorado,5,4,5,0.8
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,8.91250938133745,Colorado,5,4,6,0.8
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,8.91250938133745,Colorado,5,4,7,0.8
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,8.91250938133745,Colorado,5,4,8,0.8
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,18.1970085860998,Colorado,7,7,1,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,18.1970085860998,Colorado,7,7,2,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,18.1970085860998,Colorado,7,6,3,0.857142857142857
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,18.1970085860998,Colorado,7,6,4,0.857142857142857
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,18.1970085860998,Colorado,7,6,5,0.857142857142857
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,18.1970085860998,Colorado,7,6,6,0.857142857142857
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,18.1970085860998,Colorado,7,6,7,0.857142857142857
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,18.1970085860998,Colorado,7,6,8,0.857142857142857
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,141.253754462275,Colorado,5,5,1,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,141.253754462275,Colorado,5,5,2,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,141.253754462275,Colorado,5,5,3,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,141.253754462275,Colorado,5,5,4,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,141.253754462275,Colorado,5,5,5,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,141.253754462275,Colorado,5,5,6,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,141.253754462275,Colorado,5,5,7,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,141.253754462275,Colorado,5,5,8,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,1412.53754462275,Colorado,7,7,1,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,1412.53754462275,Colorado,7,7,2,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,1412.53754462275,Colorado,7,7,3,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,1412.53754462275,Colorado,7,7,4,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,1412.53754462275,Colorado,7,7,5,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,1412.53754462275,Colorado,7,7,6,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,1412.53754462275,Colorado,7,7,7,1
VanDalen et al. 2014,American robin,Turdidae,Passeriformes,American robin,NY99,1999,New York,B,1412.53754462275,Colorado,7,7,8,1
Duggal et al. 2014,House sparrow,Passeridae,Passeriformes,House sparrow,Multiple ,"1999, 2001",New York,B,1500,Colorado,14,14,1,1
